,zoneName,address,latitude,longitude,서울특별시,세종특별자치시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,경기도,강원도,경상남도,경상북도,전라남도,전라북도,충청남도,충청북도,제주특별자치도,중랑구,중구,종로구,은평구,용산구,영등포구,양천구,송파구,성북구,성동구,서초구,서대문구,마포구,동작구,동대문구,도봉구,노원구,금천구,구로구,광진구,관악구,강서구,강북구,강동구,강남구,수원시,고양시,화성시,성남시,용인시,부천시,안양시,시흥시,춘천시,강릉시,원주시,창원시,김해시,포항시,경주시,여수시,순천시,목포시,전주시,군산시,익산시,천안시,아산시,청주시,충주시,기타 경기도 지역,기타 강원도 지역,기타 경상남도 지역,기타 경상북도 지역,기타 전라남도 지역,기타 전라북도 지역,기타 충청남도 지역,기타 충청북도 지역,cluster,core,radius,polygon
335,장지역 가든파이브웍스,서울특별시 송파구 충민로 52 (문정동),37.478,127.123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,True,2.9999999999999996,"[[127.123, 37.47802697964818], [127.12300434745114, 37.47802675814564], [127.12300862351725, 37.47802609727509], [127.12301275798545, 37.47802500788801], [127.12301668296789, 37.47802350787209], [127.12302033401642, 37.478021621857565], [127.12302365118099, 37.47801938081274], [127.12302657999383, 37.478016821535505], [127.12302907236388, 37.47801398604911], [127.12303108736654, 37.47801092091219], [127.12303259191549, 37.47800767645418], [127.12303356130612, 37.478004305949014], [127.12303397962098, 37.47800086474029], [127.12303383999142, 37.477997409332545], [127.12303314471016, 37.477993996463496], [127.12303190519366, 37.47799068217234], [127.12303014179476, 37.477987520879665], [127.12302788346844, 37.477984564493795], [127.12302516729632, 37.47798186155852], [127.12302203787789, 37.47797945645594], [127.12301854659812, 37.477977388677786], [127.12301475078374, 37.477975692176926], [127.12301071276187, 37.47797439480985], [127.12300649883676, 37.477973517879285], [127.12300217820092, 37.477973075784405], [127.1229978217991, 37.477973075784405], [127.12299350116326, 37.477973517879285], [127.12298928723816, 37.47797439480985], [127.12298524921628, 37.477975692176926], [127.12298145340189, 37.477977388677786], [127.12297796212214, 37.47797945645594], [127.1229748327037, 37.47798186155852], [127.12297211653159, 37.477984564493795], [127.12296985820527, 37.477987520879665], [127.12296809480637, 37.47799068217234], [127.12296685528986, 37.477993996463496], [127.1229661600086, 37.477997409332545], [127.12296602037904, 37.47800086474029], [127.12296643869391, 37.478004305949014], [127.12296740808453, 37.47800767645418], [127.12296891263348, 37.47801092091219], [127.12297092763615, 37.47801398604911], [127.12297342000619, 37.478016821535505], [127.12297634881904, 37.47801938081274], [127.1229796659836, 37.478021621857565], [127.12298331703214, 37.47802350787209], [127.12298724201457, 37.47802500788801], [127.12299137648277, 37.47802609727509], [127.12299565254888, 37.47802675814564], [127.123, 37.47802697964818]]"
337,굴포천역 8번출구,인천광역시 부평구 충선로203번길 58 (삼산동),37.508,126.733,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,True,2.0192004361079006,"[[126.733, 37.50801815910579], [126.73300292730066, 37.50801801001978], [126.7330058065351, 37.50801756520975], [126.73300859042641, 37.508016831979454], [126.73301123326316, 37.50801582236853], [126.73301369165002, 37.50801455295474], [126.7330159252204, 37.508013044581844], [126.73301789729908, 37.50801132201727], [126.73301957550458, 37.50800941354549], [126.73302093228087, 37.50800735050355], [126.73302194534966, 37.508005166766544], [126.73302259807646, 37.50800289819138], [126.73302287974343, 37.50800058202799], [126.73302278572565, 37.507998256307715], [126.7330223175669, 37.507995959218825], [126.73302148295431, 37.50799372847944], [126.73302029559221, 37.507991600718256], [126.73301877497704, 37.50798961087305], [126.73301694607726, 37.50798779161701], [126.73301483892337, 37.50798617282229], [126.73301248811477, 37.507984781069446], [126.73300993225166, 37.50798363921101], [126.73300721330126, 37.50798276599629], [126.73300437590866, 37.50798217576343], [126.73300146666375, 37.50798187820404], [126.73299853333627, 37.50798187820404], [126.73299562409136, 37.50798217576343], [126.73299278669876, 37.50798276599629], [126.73299006774836, 37.50798363921101], [126.73298751188524, 37.507984781069446], [126.73298516107666, 37.50798617282229], [126.73298305392277, 37.50798779161701], [126.73298122502298, 37.50798961087305], [126.73297970440781, 37.507991600718256], [126.7329785170457, 37.50799372847944], [126.73297768243312, 37.507995959218825], [126.73297721427437, 37.507998256307715], [126.73297712025659, 37.50800058202799], [126.73297740192356, 37.50800289819138], [126.73297805465035, 37.508005166766544], [126.73297906771916, 37.50800735050355], [126.73298042449544, 37.50800941354549], [126.73298210270094, 37.50801132201727], [126.73298407477962, 37.508013044581844], [126.73298630835, 37.50801455295474], [126.73298876673687, 37.50801582236853], [126.73299140957361, 37.508016831979454], [126.7329941934649, 37.50801756520975], [126.73299707269936, 37.50801801001978], [126.733, 37.50801815910579]]"
338,수원시청역 3번출구(동수원주차장),경기도 수원시 권선구 권광로 125(권선동),37.259,127.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,True,inf,"[[nan, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf]]"
339,영등포 엔비어스파크,"서울특별시 영등포구 버드나루로10길 7(영등포동7가, 엔비어스파크)",37.525,126.911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,True,105.4976189897615,"[[126.911, 37.5259487628813], [126.9111529781803, 37.525940973551165], [126.91130344446313, 37.52591773346133], [126.91144892819625, 37.52587942421343], [126.91158704054078, 37.52582667484426], [126.9117155136959, 37.525760351497], [126.9118322381359, 37.525681543199184], [126.9119352972487, 37.52559154398087], [126.91202299880656, 37.52549183162676], [126.91209390275228, 37.525384043410924], [126.91214684484504, 37.525269949212905], [126.91218095577717, 37.52515142245627], [126.91219567544809, 37.52503040934709], [126.9121907621612, 37.524908896917275], [126.91216629659253, 37.52478888039755], [126.91212268046607, 37.524672330455864], [126.9120606299574, 37.524561160839035], [126.91198116393414, 37.5244571969491], [126.91188558722624, 37.524362145870256], [126.91177546920053, 37.52427756833858], [126.91165261799202, 37.52420485311482], [126.91151905081409, 37.52414519418092], [126.91137696083615, 37.52409957113495], [126.9112286811717, 37.52406873310604], [126.91107664656874, 37.524053186453784], [126.91092335343126, 37.524053186453784], [126.91077131882831, 37.52406873310604], [126.91062303916387, 37.52409957113495], [126.91048094918592, 37.52414519418092], [126.910347382008, 37.52420485311482], [126.91022453079948, 37.52427756833858], [126.91011441277377, 37.524362145870256], [126.91001883606586, 37.5244571969491], [126.90993937004261, 37.524561160839035], [126.90987731953393, 37.524672330455864], [126.90983370340747, 37.52478888039755], [126.9098092378388, 37.524908896917275], [126.90980432455193, 37.52503040934709], [126.90981904422283, 37.52515142245627], [126.90985315515496, 37.525269949212905], [126.90990609724773, 37.525384043410924], [126.90997700119345, 37.52549183162676], [126.91006470275131, 37.52559154398087], [126.9101677618641, 37.525681543199184], [126.9102844863041, 37.525760351497], [126.91041295945922, 37.52582667484426], [126.91055107180375, 37.52587942421343], [126.91069655553687, 37.52591773346133], [126.9108470218197, 37.525940973551165], [126.911, 37.5259487628813]]"
340,관악고등학교 앞,서울특별시 영등포구 영등포로 14-3(양평동2가),37.523,126.883,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,True,3.337830458757557,"[[126.883, 37.52303001783049], [126.88300483993429, 37.52302977138452], [126.88300960039696, 37.523029036093234], [126.88301420322136, 37.5230278240301], [126.88301857282931, 37.52302615509716], [126.8830226374719, 37.523024056698254], [126.8830263304078, 37.52302156328903], [126.88302959099916, 37.52301871581118], [126.88303236570712, 37.523015561020244], [126.88303460897107, 37.52301215071778], [126.88303628395668, 37.523008540900875], [126.88303736316071, 37.5230047908426], [126.88303782886267, 37.52300096211883], [126.88303767341576, 37.52299711759709], [126.88303689937241, 37.52299332040433], [126.88303551944237, 37.522989632890344], [126.88303355628408, 37.52298611560402], [126.88303104213253, 37.522982826299085], [126.88302801827002, 37.522979818985846], [126.8830245343483, 37.52297714304431], [126.88302064757325, 37.52297484241334], [126.8830164217656, 37.52297295486926], [126.88301192631306, 37.52297151140547], [126.88300723503076, 37.522970535723616], [126.88300242494944, 37.522970043844374], [126.88299757505057, 37.522970043844374], [126.88299276496925, 37.522970535723616], [126.88298807368695, 37.52297151140547], [126.88298357823439, 37.52297295486926], [126.88297935242674, 37.52297484241334], [126.88297546565171, 37.52297714304431], [126.88297198172997, 37.522979818985846], [126.88296895786748, 37.522982826299085], [126.88296644371592, 37.52298611560402], [126.88296448055763, 37.522989632890344], [126.88296310062759, 37.52299332040433], [126.88296232658425, 37.52299711759709], [126.88296217113734, 37.52300096211883], [126.88296263683928, 37.5230047908426], [126.88296371604332, 37.523008540900875], [126.88296539102893, 37.52301215071778], [126.88296763429288, 37.523015561020244], [126.88297040900085, 37.52301871581118], [126.8829736695922, 37.52302156328903], [126.88297736252811, 37.523024056698254], [126.88298142717068, 37.52302615509716], [126.88298579677863, 37.5230278240301], [126.88299039960305, 37.523029036093234], [126.88299516006572, 37.52302977138452], [126.883, 37.52303001783049]]"
341,미사 이화주차타워,경기 하남시 미사강변중앙로158번길 27 (망월동),37.561,127.192,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53,True,inf,"[[nan, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf]]"
342,홍대입구역 5번출구,서울 마포구 동교동 172-1,37.558,126.927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,True,5.800662168117436,"[[126.927, 37.558052166608164], [126.92700841504863, 37.55805173832103], [126.92701669192238, 37.558050460492105], [126.92702469471523, 37.558048354103285], [126.92703229202152, 37.55804545374143], [126.92703935909373, 37.55804180703039], [126.92704577989069, 37.558037473849076], [126.92705144898314, 37.55803252534819], [126.92705627328469, 37.55802704278199], [126.92706017358047, 37.55802111617406], [126.92706308582771, 37.55801484283913], [126.92706496220742, 37.558008325785195], [126.92706577190947, 37.558001672022094], [126.92706550163858, 37.55799499080443], [126.92706415583261, 37.55798839183763], [126.92706175658964, 37.55798198347654], [126.92705834330516, 37.55797587094626], [126.92705397202523, 37.557970154614374], [126.92704871452614, 37.55796492834289], [126.92704265713589, 37.55796027794705], [126.92703589931662, 37.557956279786225], [126.9270285520316, 37.5579529995101], [126.92702073592297, 37.55795049098072], [126.9270125793311, 37.55794879538807], [126.92700421618693, 37.557947940573726], [126.92699578381308, 37.557947940573726], [126.92698742066892, 37.55794879538807], [126.92697926407706, 37.55795049098072], [126.92697144796843, 37.5579529995101], [126.9269641006834, 37.557956279786225], [126.92695734286414, 37.55796027794705], [126.92695128547389, 37.55796492834289], [126.9269460279748, 37.557970154614374], [126.92694165669486, 37.55797587094626], [126.92693824341039, 37.55798198347654], [126.92693584416742, 37.55798839183763], [126.92693449836145, 37.55799499080443], [126.92693422809056, 37.558001672022094], [126.9269350377926, 37.558008325785195], [126.92693691417232, 37.55801484283913], [126.92693982641956, 37.55802111617406], [126.92694372671534, 37.55802704278199], [126.92694855101689, 37.55803252534819], [126.92695422010932, 37.558037473849076], [126.9269606409063, 37.55804180703039], [126.9269677079785, 37.55804545374143], [126.9269753052848, 37.558048354103285], [126.92698330807765, 37.558050460492105], [126.92699158495138, 37.55805173832103], [126.927, 37.558052166608164]]"
345,광화문 수송스퀘어,서울특별시 종로구 율곡로2길 19(수송동),37.574,126.981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,True,3.8418579819883814,"[[126.981, 37.5740345506589], [126.98100557459915, 37.57403426699847], [126.98101105766355, 37.57403342067487], [126.98101635916143, 37.574032025584714], [126.98102139204232, 37.57403010463534], [126.98102607366646, 37.574027689368684], [126.98103032716172, 37.574024819443366], [126.98103408268582, 37.57402154198347], [126.98103727857317, 37.574017910804805], [126.98103986234737, 37.57401398553122], [126.98104179158295, 37.574009830615594], [126.98104303460188, 37.57400551428153], [126.98104357099383, 37.57400110740313], [126.98104339195127, 37.57399668234119], [126.98104250041406, 37.57399231175511], [126.98104091102124, 37.57398806740981], [126.9810386498706, 37.57398401899731], [126.98103575409012, 37.573980232992426], [126.98103227122847, 37.57397677156126], [126.98102825847417, 37.573973691540424], [126.98102378171646, 37.57397104350376], [126.98101891446366, 37.573968870931964], [126.98101373663587, 37.573967209498605], [126.98100833325293, 37.573966086484376], [126.98100279303819, 37.57396552032914], [126.98099720696182, 37.57396552032914], [126.98099166674707, 37.573966086484376], [126.98098626336412, 37.573967209498605], [126.98098108553634, 37.573968870931964], [126.98097621828353, 37.57397104350376], [126.98097174152583, 37.573973691540424], [126.98096772877153, 37.57397677156126], [126.98096424590989, 37.573980232992426], [126.9809613501294, 37.57398401899731], [126.98095908897875, 37.57398806740981], [126.98095749958594, 37.57399231175511], [126.98095660804873, 37.57399668234119], [126.98095642900617, 37.57400110740313], [126.98095696539812, 37.57400551428153], [126.98095820841705, 37.574009830615594], [126.98096013765262, 37.57401398553122], [126.98096272142682, 37.574017910804805], [126.98096591731417, 37.57402154198347], [126.98096967283828, 37.574024819443366], [126.98097392633355, 37.574027689368684], [126.98097860795767, 37.57403010463534], [126.98098364083857, 37.574032025584714], [126.98098894233645, 37.57403342067487], [126.98099442540084, 37.57403426699847], [126.981, 37.5740345506589]]"
347,구리역공원 옆,경기 구리시 인창동 675-2,37.603,127.143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43,True,inf,"[[nan, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf]]"
349,칠곡군 석적읍(SS식자재),경북 칠곡군 석적읍 북중리7길 5,36.075,128.412,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,True,1.6191077480628926,"[[128.412, 36.0750145609858], [128.4120023037732, 36.07501444144031], [128.41200456971853, 36.07501408476677], [128.4120067606292, 36.07501349682175], [128.41200884053052, 36.07501268725928], [128.41201077527055, 36.07501166937237], [128.41201253308097, 36.07501045987469], [128.41201408509852, 36.07500907862615], [128.41201540583916, 36.07500754830683], [128.41201647361635, 36.075005894044516], [128.4120172708972, 36.075004143002154], [128.4120177845904, 36.075002323931805], [128.41201800626112, 36.07500046670257], [128.41201793226955, 36.07499860181009], [128.41201756383057, 36.07499675987584], [128.412016906994, 36.07499497114435], [128.41201597254505, 36.074993264986524], [128.41201477582737, 36.074991669417436], [128.41201333649101, 36.07499021063629], [128.41201167816982, 36.07498891259622], [128.4120098280934, 36.074987796611005], [128.41200781663997, 36.07498688100511], [128.4120056768375, 36.07498618081274], [128.41200344382156, 36.074985707531056], [128.41200115425815, 36.07498546893131], [128.41199884574183, 36.07498546893131], [128.41199655617845, 36.074985707531056], [128.41199432316247, 36.07498618081274], [128.41199218336004, 36.07498688100511], [128.4119901719066, 36.074987796611005], [128.41198832183017, 36.07498891259622], [128.411986663509, 36.07499021063629], [128.41198522417264, 36.074991669417436], [128.41198402745493, 36.074993264986524], [128.411983093006, 36.07499497114435], [128.4119824361694, 36.07499675987584], [128.41198206773043, 36.07499860181009], [128.41198199373886, 36.07500046670257], [128.41198221540958, 36.075002323931805], [128.4119827291028, 36.075004143002154], [128.41198352638364, 36.075005894044516], [128.41198459416083, 36.07500754830683], [128.41198591490146, 36.07500907862615], [128.41198746691904, 36.07501045987469], [128.41198922472944, 36.07501166937237], [128.4119911594695, 36.07501268725928], [128.41199323937082, 36.07501349682175], [128.41199543028148, 36.07501408476677], [128.4119976962268, 36.07501444144031], [128.412, 36.0750145609858]]"
350,대하마트 천안점,충남 천안시 서북구 월봉로 95,36.8,127.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,True,inf,"[[nan, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf]]"
351,빅스포 진월점,광주광역시 남구 서문대로 745(주월동),35.126,126.897,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,True,3.909432637578845,"[[126.89700000000002, 35.12603515837238], [126.89700549702282, 35.12603486972263], [126.89701090378469, 35.126034008512995], [126.8970161315067, 35.12603258888452], [126.89702109434982, 35.12603063414746], [126.8970257108243, 35.12602817639855], [126.89702990512775, 35.12602525599395], [126.89703360838982, 35.12602192088663], [126.8970367598031, 35.126018225838955], [126.89703930762138, 35.126014231523506], [126.89704121000963, 35.126010003526844], [126.89704243573065, 35.12600561127254], [126.89704296465817, 35.1260011268813], [126.89704278810719, 35.1259966239867], [126.89704190897662, 35.12599217652614], [126.89704034170187, 35.12598785752681], [126.89703811201747, 35.12598373790655], [126.89703525653479, 35.12597988530942], [126.8970318221408, 35.125976362994955], [126.89702786522811, 35.12597322879945], [126.89702345076918, 35.12597053418632], [126.89701865124924, 35.12596832340104], [126.89701354547634, 35.125966632744635], [126.89700821728707, 35.12596548997765], [126.89700275417017, 35.12596491386427], [126.89699724582985, 35.12596491386427], [126.89699178271296, 35.12596548997765], [126.89698645452368, 35.125966632744635], [126.89698134875078, 35.12596832340104], [126.89697654923086, 35.12597053418632], [126.89697213477191, 35.12597322879945], [126.89696817785922, 35.125976362994955], [126.89696474346525, 35.12597988530942], [126.89696188798256, 35.12598373790655], [126.89695965829816, 35.12598785752681], [126.89695809102341, 35.12599217652614], [126.89695721189285, 35.1259966239867], [126.89695703534186, 35.1260011268813], [126.89695756426939, 35.12600561127254], [126.89695878999039, 35.126010003526844], [126.89696069237864, 35.126014231523506], [126.89696324019694, 35.126018225838955], [126.8969663916102, 35.12602192088663], [126.89697009487227, 35.12602525599395], [126.89697428917574, 35.12602817639855], [126.8969789056502, 35.12603063414746], [126.89698386849332, 35.12603258888452], [126.89698909621534, 35.126034008512995], [126.89699450297721, 35.12603486972263], [126.89700000000002, 35.12603515837238]]"
352,미사 에코브리지2,경기 하남시 미사강변중앙로 189 (망월동),37.563,127.19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53,True,inf,"[[nan, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf]]"
353,안양 1번가,경기도 안양시 만안구 안양동 674-151,37.398,126.924,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,True,2.5622023353115524,"[[126.924, 37.39802304243919], [126.92400370904942, 37.39802285326108], [126.92400735719634, 37.39802228883306], [126.92401088453833, 37.398021358423016], [126.92401423315647, 37.39802007730827], [126.9240173480666, 37.398018466524654], [126.92402017812194, 37.39801655252122], [126.92402267685307, 37.39801436672585], [126.92402480323092, 37.39801194502924], [126.92402652234037, 37.398009327195574], [126.92402780595377, 37.39800655620962], [126.92402863299414, 37.398003677570884], [126.92402898988156, 37.398000738546536], [126.92402887075592, 37.397997787395276], [126.92402827757326, 37.39799487257492], [126.92402722007364, 37.39799204194674], [126.92402571562114, 37.397989341989586], [126.92402378891887, 37.39798681703666], [126.92402147160323, 37.39798450854763], [126.92401880172443, 37.39798245442782], [126.92401582312185, 37.397980688405816], [126.92401258470402, 37.39797923947965], [126.92400913964573, 37.39797813144067], [126.9240055445147, 37.39797738248282], [126.92400185834289, 37.39797700490398], [126.92399814165712, 37.39797700490398], [126.92399445548531, 37.39797738248282], [126.92399086035428, 37.39797813144067], [126.923987415296, 37.39797923947965], [126.92398417687818, 37.397980688405816], [126.92398119827558, 37.39798245442782], [126.92397852839679, 37.39798450854763], [126.92397621108114, 37.39798681703666], [126.92397428437887, 37.397989341989586], [126.92397277992639, 37.39799204194674], [126.92397172242676, 37.39799487257492], [126.9239711292441, 37.397997787395276], [126.92397101011846, 37.398000738546536], [126.92397136700588, 37.398003677570884], [126.92397219404626, 37.39800655620962], [126.92397347765964, 37.398009327195574], [126.92397519676909, 37.39801194502924], [126.92397732314694, 37.39801436672585], [126.92397982187808, 37.39801655252122], [126.92398265193341, 37.398018466524654], [126.92398576684354, 37.39802007730827], [126.92398911546168, 37.398021358423016], [126.92399264280367, 37.39802228883306], [126.9239962909506, 37.39802285326108], [126.924, 37.39802304243919]]"
