,zoneName,address,latitude,longitude,서울특별시,세종특별자치시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,경기도,강원도,경상남도,경상북도,전라남도,전라북도,충청남도,충청북도,제주특별자치도,중랑구,중구,종로구,은평구,용산구,영등포구,양천구,송파구,성북구,성동구,서초구,서대문구,마포구,동작구,동대문구,도봉구,노원구,금천구,구로구,광진구,관악구,강서구,강북구,강동구,강남구,수원시,고양시,화성시,성남시,용인시,부천시,안양시,시흥시,춘천시,강릉시,원주시,창원시,김해시,포항시,경주시,여수시,순천시,목포시,전주시,군산시,익산시,천안시,아산시,청주시,충주시,기타 경기도 지역,기타 강원도 지역,기타 경상남도 지역,기타 경상북도 지역,기타 전라남도 지역,기타 전라북도 지역,기타 충청남도 지역,기타 충청북도 지역,cluster,core,radius,polygon
996,상인역 7번출구(상인요양병원),대구 달서구 월배로 247,35.82,128.54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,True,3.485712332241616,"[[128.54, 35.82003134776412], [128.54000494372045, 35.82003109039941], [128.54000980626518, 35.8200303225312], [128.54001450779128, 35.820029056767865], [128.54001897109984, 35.82002731389321], [128.54002312290348, 35.82002512252519], [128.54002689502968, 35.82002251864598], [128.54003022554025, 35.82001954501124], [128.54003305974828, 35.82001625044796], [128.54003535111613, 35.82001268905276], [128.54003706201965, 35.82000891930367], [128.54003816436585, 35.820005003099865], [128.5400386400542, 35.82000100474529], [128.5400384812739, 35.819996989892836], [128.5400376906322, 35.81999302446625], [128.54003628111133, 35.81998917357773], [128.54003427585562, 35.81998550045878], [128.54003170779131, 35.81998206542188], [128.54002861908594, 35.81997892487027], [128.54002506045597, 35.81997613037171], [128.54002109033402, 35.81997372781177], [128.54001677390937, 35.81997175664045], [128.54001218205755, 35.819970249224305], [128.54000739017673, 35.819969230315074], [128.54000247694938, 35.81996871664322], [128.5399975230506, 35.81996871664322], [128.53999260982326, 35.819969230315074], [128.53998781794243, 35.819970249224305], [128.5399832260906, 35.81997175664045], [128.53997890966596, 35.81997372781177], [128.539974939544, 35.81997613037171], [128.53997138091404, 35.81997892487027], [128.53996829220867, 35.81998206542188], [128.53996572414437, 35.81998550045878], [128.53996371888866, 35.81998917357773], [128.53996230936778, 35.81999302446625], [128.53996151872607, 35.819996989892836], [128.53996135994578, 35.82000100474529], [128.53996183563416, 35.820005003099865], [128.53996293798033, 35.82000891930367], [128.53996464888385, 35.82001268905276], [128.53996694025173, 35.82001625044796], [128.53996977445973, 35.82001954501124], [128.5399731049703, 35.82002251864598], [128.5399768770965, 35.82002512252519], [128.53998102890014, 35.82002731389321], [128.5399854922087, 35.820029056767865], [128.5399901937348, 35.8200303225312], [128.53999505627954, 35.82003109039941], [128.54, 35.82003134776412]]"
998,변동 제5공영주차장,대전 서구 변동 81-26,36.328,127.371,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,True,4.055274355793163,"[[127.371, 36.32803646995847], [127.37100578879064, 36.328036170540614], [127.3710114825295, 36.328035277203476], [127.37101698772554, 36.32803380461564], [127.37102221398361, 36.328031776956955], [127.37102707548867, 36.328029227521505], [127.37103149241497, 36.32802619817097], [127.37103539223668, 36.32802273864718], [127.37103871091882, 36.328018905755435], [127.37104139396875, 36.328014762431714], [127.3710433973309, 36.32801037670927], [127.37104468811002, 36.32800582060155], [127.37104524511163, 36.328001168919705], [127.37104505918977, 36.327996498044236], [127.37104413339725, 36.32799188467079], [127.37104248293556, 36.32798740455082], [127.37104013490527, 36.32798313124777], [127.37103712786092, 36.32797913492918], [127.37103351117811, 36.327975481214466], [127.37102934424271, 36.32797223009754], [127.37102469547565, 36.32796943496163], [127.37101964120954, 36.327967141702814], [127.37101426443535, 36.327965387976334], [127.37100865343949, 36.32796420257832], [127.3710029003544, 36.327963604972986], [127.37099709964559, 36.327963604972986], [127.3709913465605, 36.32796420257832], [127.37098573556466, 36.327965387976334], [127.37098035879046, 36.327967141702814], [127.37097530452435, 36.32796943496163], [127.37097065575728, 36.32797223009754], [127.37096648882188, 36.327975481214466], [127.37096287213909, 36.32797913492918], [127.37095986509473, 36.32798313124777], [127.37095751706444, 36.32798740455082], [127.37095586660276, 36.32799188467079], [127.37095494081024, 36.327996498044236], [127.37095475488836, 36.328001168919705], [127.37095531188997, 36.32800582060155], [127.37095660266911, 36.32801037670927], [127.37095860603125, 36.328014762431714], [127.37096128908118, 36.328018905755435], [127.37096460776333, 36.32802273864718], [127.37096850758503, 36.32802619817097], [127.37097292451134, 36.328029227521505], [127.3709777860164, 36.328031776956955], [127.37098301227445, 36.32803380461564], [127.3709885174705, 36.328035277203476], [127.37099421120936, 36.328036170540614], [127.371, 36.32803646995847]]"
1000,시흥대야역 4번출구,경기 시흥시 은계중앙로 370,37.451,126.795,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,True,inf,"[[nan, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf]]"
1002,글로스터호텔(전주) 뒤,전북특별자치도 전주시 완산구 고사동 1-29,35.822,127.145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,True,4.3498607933705005,"[[127.14500000000001, 35.82203911923795], [127.14500616948146, 35.82203879806954], [127.14501223766021, 35.82203783983791], [127.14501810489693, 35.82203626027719], [127.14502367485171, 35.822034085323715], [127.1450288560661, 35.82203135069017], [127.14503356346468, 35.82202810127916], [127.14503771975212, 35.822024390445925], [127.14504125668225, 35.82202027912223], [127.1450441161788, 35.82201583481592], [127.14504625128889, 35.82201113050237], [127.14504762695414, 35.82200624342627], [127.14504822058609, 35.8220012538333], [127.14504802243735, 35.82199624365241], [127.14504703576154, 35.82199129515064], [127.14504527675982, 35.821986489582265], [127.14504277431493, 35.82198190585458], [127.145039569517, 35.82197761923224], [127.14503571498868, 35.82197370010151], [127.14503127402122, 35.821970212814385], [127.14502631953522, 35.82196721463201], [127.14502093288318, 35.82196475478448], [127.14501520251376, 35.82196287366242], [127.1450092225195, 35.821961602153785], [127.14500309109171, 35.82196096113674], [127.1449969089083, 35.82196096113674], [127.1449907774805, 35.821961602153785], [127.14498479748625, 35.82196287366242], [127.14497906711682, 35.82196475478448], [127.14497368046479, 35.82196721463201], [127.14496872597879, 35.821970212814385], [127.14496428501133, 35.82197370010151], [127.14496043048301, 35.82197761923224], [127.14495722568508, 35.82198190585458], [127.1449547232402, 35.821986489582265], [127.14495296423847, 35.82199129515064], [127.14495197756266, 35.82199624365241], [127.14495177941392, 35.8220012538333], [127.14495237304588, 35.82200624342627], [127.14495374871112, 35.82201113050237], [127.14495588382121, 35.82201583481592], [127.14495874331776, 35.82202027912223], [127.1449622802479, 35.822024390445925], [127.14496643653533, 35.82202810127916], [127.1449711439339, 35.82203135069017], [127.14497632514829, 35.822034085323715], [127.14498189510307, 35.82203626027719], [127.1449877623398, 35.82203783983791], [127.14499383051856, 35.82203879806954], [127.14500000000001, 35.82203911923795]]"
1003,본오3동행정복지센터 앞 공영주차장,경기 안산시 상록구 본오동 878-7,37.301,126.863,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,True,inf,"[[nan, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf]]"
1004,검단신도시 선우프라자,인천 서구 발산로 27,37.593,126.711,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,True,26.70785217836061,"[[126.71099999999998, 37.593240189485115], [126.71103876342515, 37.593238217532765], [126.71107689035594, 37.59323233405511], [126.71111375474922, 37.59322263565869], [126.71114875129265, 37.593209281590916], [126.71118130534398, 37.5931924911252], [126.71121088236659, 37.593172539960534], [126.71123699670653, 37.59314975569448], [126.71125921956713, 37.59312451244407], [126.71127718604959, 37.59309722470277], [126.7112906011448, 37.593068340534536], [126.71129924457723, 37.593038334216615], [126.71130297442197, 37.59300769845192], [126.71130172943509, 37.59297693627885], [126.71129553005919, 37.59294655281144], [126.71128447808795, 37.5929170469454], [126.71126875499432, 37.59288890316622], [126.71124861895113, 37.592862583593984], [126.71122440059163, 37.592838520395325], [126.71119649758063, 37.59281710868731], [126.71116536808479, 37.592798700049606], [126.71113152324956, 37.59278359675151], [126.71109551880622, 37.59277204678878], [126.71105794594672, 37.59276423981147], [126.71101942161638, 37.59276030400994], [126.7109805783836, 37.59276030400994], [126.71094205405326, 37.59276423981147], [126.71090448119377, 37.59277204678878], [126.71086847675042, 37.59278359675151], [126.71083463191519, 37.592798700049606], [126.71080350241935, 37.59281710868731], [126.71077559940835, 37.592838520395325], [126.71075138104885, 37.592862583593984], [126.71073124500566, 37.59288890316622], [126.71071552191204, 37.5929170469454], [126.7107044699408, 37.59294655281144], [126.71069827056489, 37.59297693627885], [126.71069702557801, 37.59300769845192], [126.71070075542275, 37.593038334216615], [126.71070939885519, 37.593068340534536], [126.7107228139504, 37.59309722470277], [126.71074078043286, 37.59312451244407], [126.71076300329345, 37.59314975569448], [126.7107891176334, 37.593172539960534], [126.710818694656, 37.5931924911252], [126.71085124870733, 37.593209281590916], [126.71088624525076, 37.59322263565869], [126.71092310964404, 37.59323233405511], [126.71096123657483, 37.593238217532765], [126.71099999999998, 37.593240189485115]]"
1005,검암경서동 행정복지센터 옆,인천 서구 승학로 497,37.566,126.675,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,True,14.847654914767983,"[[126.67500000000001, 37.56613352816862], [126.67502154187771, 37.5661324319042], [126.67504273003838, 37.566129161111576], [126.67506321657301, 37.566123769497075], [126.67508266509321, 37.56611634559085], [126.6751007562549, 37.56610701129324], [126.6751171930017, 37.56609591987315], [126.67513170544262, 37.566083253451396], [126.67514405528381, 37.56606922001027], [126.67515403974122, 37.5660540499785], [126.67516149487035, 37.56603799244757], [126.67516629825818, 37.5660213110817], [126.6751683710332, 37.56600427978846], [126.67516767916051, 37.56598717822121], [126.67516423400063, 37.56597028718721], [126.67515809212301, 37.56595388403678], [126.67514935437711, 37.56593823810919], [126.67513816423646, 37.56592360631014], [126.67512470544284, 37.565910228893365], [126.67510919898935, 37.565898325515676], [126.67509189949143, 37.565888091630214], [126.67507309100642, 37.56587969527708], [126.6750530823691, 37.56587327432418], [126.67503220212075, 37.56586893420337], [126.67501079311447, 37.565866746179324], [126.67498920688556, 37.565866746179324], [126.67496779787928, 37.56586893420337], [126.67494691763092, 37.56587327432418], [126.6749269089936, 37.56587969527708], [126.67490810050859, 37.565888091630214], [126.67489080101066, 37.565898325515676], [126.67487529455717, 37.565910228893365], [126.67486183576355, 37.56592360631014], [126.67485064562291, 37.56593823810919], [126.67484190787701, 37.56595388403678], [126.67483576599939, 37.56597028718721], [126.6748323208395, 37.56598717822121], [126.67483162896683, 37.56600427978846], [126.67483370174185, 37.5660213110817], [126.67483850512967, 37.56603799244757], [126.6748459602588, 37.5660540499785], [126.67485594471621, 37.56606922001027], [126.6748682945574, 37.566083253451396], [126.67488280699833, 37.56609591987315], [126.6748992437451, 37.56610701129324], [126.6749173349068, 37.56611634559085], [126.67493678342701, 37.566123769497075], [126.67495726996162, 37.566129161111576], [126.67497845812231, 37.5661324319042], [126.67500000000001, 37.56613352816862]]"
1007,수영역 2번출구,부산 수영구 연수로 397,35.169,129.113,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,True,inf,"[[nan, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf]]"
1008,코지하우스 진주경상대점,경남 진주시 주약동 100-9,35.177,128.093,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,True,inf,"[[nan, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf]]"
1009,한주럭키타운아파트 앞,경남 진주시 주약동 156-31,35.178,128.091,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,True,inf,"[[nan, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf]]"
1010,가정역 4번출구(HB타워),인천 서구 봉오재3로 115,37.528,126.672,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,True,13.347207184475385,"[[126.672, 37.528120034318], [126.67201935506795, 37.52811904883791], [126.6720383923262, 37.52811610857919], [126.67205679918352, 37.528111261820804], [126.67207427339982, 37.528104588146405], [126.67209052804893, 37.52809619713753], [126.67210529623, 37.528086226574324], [126.67211833544988, 37.52807484017314], [126.67212943160494, 37.52806222489839], [126.67213840249664, 37.52804858789253], [126.67214510082314, 37.52803415307481], [126.67214941659817, 37.528019157464556], [126.67215127895678, 37.52800384728925], [126.6721506573191, 37.527988473941576], [126.67214756189239, 37.52797328985145], [126.6721420435035, 37.52795854434123], [126.6721341927642, 37.52794447953178], [126.67212413858344, 37.52793132636689], [126.67211204605056, 37.52791930082115], [126.67209811372463, 37.5279086003537], [126.67208257037406, 37.5278994006659], [126.67206567122022, 37.5278918528164], [126.67204769374678, 37.527886080740664], [126.67202893314331, 37.527882179216014], [126.67200969745844, 37.527880212305384], [126.67199030254157, 37.527880212305384], [126.6719710668567, 37.527882179216014], [126.67195230625323, 37.527886080740664], [126.67193432877978, 37.5278918528164], [126.67191742962595, 37.5278994006659], [126.67190188627538, 37.5279086003537], [126.67188795394945, 37.52791930082115], [126.67187586141657, 37.52793132636689], [126.6718658072358, 37.52794447953178], [126.6718579564965, 37.52795854434123], [126.67185243810762, 37.52797328985145], [126.67184934268091, 37.527988473941576], [126.67184872104323, 37.52800384728925], [126.67185058340183, 37.528019157464556], [126.67185489917686, 37.52803415307481], [126.67186159750337, 37.52804858789253], [126.67187056839506, 37.52806222489839], [126.67188166455013, 37.52807484017314], [126.67189470377001, 37.528086226574324], [126.67190947195108, 37.52809619713753], [126.6719257266002, 37.528104588146405], [126.67194320081649, 37.528111261820804], [126.67196160767381, 37.52811610857919], [126.67198064493206, 37.52811904883791], [126.672, 37.528120034318]]"
1011,미사역 3번출구,경기 하남시 미사강변중앙로 200,37.565,127.19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53,True,inf,"[[nan, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf]]"
1012,수진역 2번출구,경기 성남시 중원구 산성대로 194,37.437,127.14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,True,inf,"[[nan, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf]]"
1013,대구 신세계백화점 건너편,대구 동구 신천동 382-13,35.876,128.63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,True,163.49846623453948,"[[128.63, 35.87747037703219], [128.6302320506163, 35.87745830525708], [128.63046029096793, 35.87742228814997], [128.6306809733546, 35.87736291711076], [128.6308904741776, 35.87728116701026], [128.63108535343923, 35.877178380182876], [128.63126241122737, 35.87705624438547], [128.63141874025806, 35.87691676508446], [128.63155177361298, 35.8767622325261], [128.63165932688804, 35.87659518413074], [128.63173963406146, 35.87641836282841], [128.6317913764917, 35.87623467202], [128.63181370456948, 35.876047127903504], [128.63180625166837, 35.87585880994814], [128.63176914016478, 35.875672810329526], [128.63170297942864, 35.875492183156254], [128.63160885581732, 35.875319894321514], [128.63148831483795, 35.875158772803225], [128.6313433357701, 35.875011464212236], [128.63117629916607, 35.87488038735156], [128.63098994776226, 35.87476769449961], [128.63078734144352, 35.87467523606992], [128.63057180700008, 35.87460453022732], [128.6303468835015, 35.874556737959814], [128.63011626418538, 35.87453264401511], [128.6298837358146, 35.87453264401511], [128.6296531164985, 35.874556737959814], [128.62942819299988, 35.87460453022732], [128.62921265855644, 35.87467523606992], [128.62901005223773, 35.87476769449961], [128.6288237008339, 35.87488038735156], [128.62865666422985, 35.875011464212236], [128.628511685162, 35.875158772803225], [128.62839114418264, 35.875319894321514], [128.62829702057135, 35.875492183156254], [128.62823085983518, 35.875672810329526], [128.6281937483316, 35.87585880994814], [128.62818629543048, 35.876047127903504], [128.62820862350827, 35.87623467202], [128.62826036593853, 35.87641836282841], [128.62834067311195, 35.87659518413074], [128.628448226387, 35.8767622325261], [128.6285812597419, 35.87691676508446], [128.62873758877262, 35.87705624438547], [128.62891464656076, 35.877178380182876], [128.62910952582237, 35.87728116701026], [128.6293190266454, 35.87736291711076], [128.62953970903206, 35.87742228814997], [128.62976794938368, 35.87745830525708], [128.63, 35.87747037703219]]"
1014,마디미광장 옆,경남 창원시 성산구 마디미로56번길 7,35.22,128.682,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,True,inf,"[[nan, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, -inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf], [-inf, inf]]"
